Reference area,Measure,Unit of measure,Regime,Time Period,Observation Value,Regime Name
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2015,23.82,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2015,2.34,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2015,-10.22,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2015,-1.94,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2016,34.91,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2016,4.28,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2017,34.91,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2017,4.28,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2017,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2017,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2018,32.29,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2018,4.26,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2018,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2018,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2019,28.8,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2019,4.23,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2019,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2019,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2020,27.93,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2020,4.23,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2020,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2020,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2021,27.06,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2021,4.22,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2021,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2021,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2022,30.55,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2022,4.25,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2022,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2022,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Effective average tax rate,Percentage of taxable income,Regime 1,2023,30.55,Tax exemption on new software with high scientific content - COL
Colombia,Cost of capital,Percentage of investment,Regime 1,2023,4.25,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of taxable income,Regime 1,2023,0.0,Tax exemption on new software with high scientific content - COL
Colombia,Implicit subsidy,Percentage of investment,Regime 1,2023,0.0,Tax exemption on new software with high scientific content - COL
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2000,4.22,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2000,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2001,4.22,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2001,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2002,4.22,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2002,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2003,4.22,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2003,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2004,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2004,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2005,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2005,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2006,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2006,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2007,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2007,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2008,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2008,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2009,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2009,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2010,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2010,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2011,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2011,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2012,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2012,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2013,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2013,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2013,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2013,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2014,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2014,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2014,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2014,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2015,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2015,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2015,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2015,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2016,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2016,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2017,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2017,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2017,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2017,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2018,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2018,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2018,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2018,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2019,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2019,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2019,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2019,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2020,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2020,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2020,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2020,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2021,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2021,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2021,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2021,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2022,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2022,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2022,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2022,0.0,CRI
Costa Rica,Implicit subsidy,Percentage of taxable income,Regime 1,2023,0.0,CRI
Costa Rica,Cost of capital,Percentage of investment,Regime 1,2023,4.22,CRI
Costa Rica,Effective average tax rate,Percentage of taxable income,Regime 1,2023,26.18,CRI
Costa Rica,Implicit subsidy,Percentage of investment,Regime 1,2023,0.0,CRI
Croatia,Cost of capital,Percentage of investment,Regime 1,2000,4.25,HRV
Croatia,Effective average tax rate,Percentage of taxable income,Regime 1,2000,30.55,HRV
Croatia,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,HRV
Croatia,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,HRV
Croatia,Cost of capital,Percentage of investment,Regime 1,2001,4.17,HRV
Croatia,Effective average tax rate,Percentage of taxable income,Regime 1,2001,17.46,HRV
Croatia,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,HRV
Croatia,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,HRV
Croatia,Cost of capital,Percentage of investment,Regime 1,2002,4.17,HRV
Croatia,Effective average tax rate,Percentage of taxable income,Regime 1,2002,17.46,HRV
